Bowler,ReleaseY External,ReleaseZ External
MJ Potts,-0.8337275,2.0652147
BA Raine,-0.6021387,2.0790667
BA Raine,-0.603064,2.1234809
BA Raine,-0.6388973,2.0226749
BA Raine,-0.6278331,2.0685584
MJ Potts,-0.9308979,2.1000146
MJ Potts,-0.9442445,2.0664815
MJ Potts,-0.7454411,2.0098658
MJ Potts,-0.7592566,2.1011453
MJ Potts,-0.7955502,2.0395589
BA Raine,-0.6554143,2.11165
BA Raine,-0.6291957,2.0040678
BA Raine,-0.6133042,1.9862376
BA Raine,-0.6544401,2.1705179
BA Raine,-0.6973234,2.1015796
MJ Potts,-0.7341778,2.0280895
MJ Potts,-0.8038777,2.0625587
MJ Potts,-0.7850676,2.041141
MJ Potts,-0.8357566,2.0933221
MJ Potts,-0.7211731,2.048302
MJ Potts,-0.7882648,2.0398729
BA Raine,-0.6298735,2.0938059
BA Raine,-0.6312177,2.1033607
BA Raine,-0.6536163,2.1853642
BA Raine,-0.5365336,2.0292048
MJ Potts,-0.7577152,2.0779784
MJ Potts,-0.8293126,2.1361438
MJ Potts,-0.8243363,2.0499772
MJ Potts,-0.8414359,2.0616866
MJ Potts,-0.7565888,2.0314523
MJ Potts,-0.7282403,2.0271077
BA Raine,-0.6667296,2.0729423
BA Raine,-0.6247986,2.0036293
BA Raine,-0.6519552,2.1322496
BA Raine,-0.6483334,2.0892458
BA Raine,-0.5565673,2.0857168
MJ Potts,-0.8005927,2.1076894
MJ Potts,-0.8094593,2.0957907
MJ Potts,-0.7713488,2.076976
MJ Potts,-0.7558973,2.0961366
MJ Potts,-0.7215408,2.0748545
MJ Potts,-0.7957273,2.0952162
BA Raine,-0.6615755,2.0833555
BA Raine,-0.6235885,2.1206218
BA Raine,-0.5091633,2.007326
BA Raine,-0.6544692,2.0759293
BA Raine,-0.6321105,2.1314824
BA Raine,-0.5923684,2.1187429
MJ Potts,-0.7993108,2.1065555
MJ Potts,-0.7484937,2.1079578
MJ Potts,-0.7930009,2.0821699
MJ Potts,-0.7412169,2.0489125
MJ Potts,-0.7785008,2.1013218
MJ Potts,-0.7650041,2.0669199
BA Raine,-0.5529931,2.0725534
BA Raine,-0.6402034,2.0446928
BA Raine,-0.5685788,2.1045069
MJ Potts,-0.7875439,2.0859432
MJ Potts,-0.8167473,2.0859475
MJ Potts,-0.7709713,2.0902494
MJ Potts,-0.8225354,2.0941693
MJ Potts,-0.8388574,2.0669503
MJ Potts,-0.7648134,2.072575
BA Raine,-0.631554,2.0653634
BA Raine,-0.6133981,1.9211526
BA Raine,-0.5413861,2.0699895
BA Raine,-0.5775937,1.9575995
BA Raine,-0.6482003,2.1002413
BA Raine,-0.7046753,2.04491
MJ Potts,-0.8083815,2.1086707
MJ Potts,-0.7438437,2.0720294
MJ Potts,-0.7699829,2.0686879
MJ Potts,-0.7751699,2.0343457
MJ Potts,-0.732671,2.0387929
P Coughlin,-0.6281786,2.2688507
P Coughlin,-0.6551166,2.2274569
P Coughlin,-0.6907089,2.223398
MJ Potts,-0.7626022,2.1139738
MJ Potts,-0.72947,2.004301
MJ Potts,-0.8040362,2.1094622
MJ Potts,-0.7719183,2.0275901
MJ Potts,-0.7686418,2.0176811
MJ Potts,-0.7631767,2.0508926
P Coughlin,-0.5707891,2.0409496
P Coughlin,-0.7880525,2.2599798
P Coughlin,-0.6109624,2.2708518
P Coughlin,-0.6285123,2.0314775
P Coughlin,-0.6313678,2.2139512
MJ Potts,-0.7906636,2.0767014
MJ Potts,-0.7950833,2.0707949
MJ Potts,-0.7812036,2.062933
MJ Potts,-0.7392065,2.0797008
MJ Potts,-0.8024303,2.0724231
MJ Potts,-0.7421726,2.0587327
P Coughlin,-0.6684499,2.269533
P Coughlin,-0.6202888,2.2707945
P Coughlin,-0.6569643,2.1991407
P Coughlin,-0.7600866,2.3412012
P Coughlin,-0.7339808,2.1409295
BA Raine,-0.6236542,2.1103759
BA Raine,-0.6419223,2.0993506
BA Raine,-0.6148205,2.1035047
BA Raine,-0.6508995,2.1049538
BA Raine,-0.5886649,2.0655806
BA Raine,-0.5659225,2.1383804
P Coughlin,-0.5499063,2.2174801
P Coughlin,-0.6649827,2.307455
P Coughlin,-0.6893374,2.2597776
P Coughlin,-0.5926285,2.0136428
BA Raine,-0.6643758,2.0913856
BA Raine,-0.7270152,2.139868
BA Raine,-0.6474398,2.1128494
BA Raine,-0.6442018,2.086364
BA Raine,-0.6091458,2.0965115
GS Drissell,-0.7296511,2.2734579
GS Drissell,-0.7456402,2.2898035
GS Drissell,-0.8226695,2.3917578
GS Drissell,-0.7238501,2.3008927
GS Drissell,-0.7800915,2.3619194
BA Raine,-0.6621642,2.0662945
BA Raine,-0.6181853,2.0652482
BA Raine,-0.5754443,2.1149584
BA Raine,-0.7260161,2.0485444
BA Raine,-0.6444189,2.0333866
BA Raine,-0.713397,2.1080701
GS Drissell,-0.6474149,2.2547237
GS Drissell,-0.6566873,2.2931475
GS Drissell,-0.7598959,2.381836
GS Drissell,-0.7416422,2.2458765
BA Raine,-0.6966774,2.0941374
BA Raine,-0.6564084,2.0587739
BA Raine,-0.6181256,2.0897162
BA Raine,-0.6215498,2.074753
GS Drissell,-0.7175252,2.2978349
GS Drissell,-0.6960088,2.2731746
GS Drissell,-0.7403174,2.2774389
GS Drissell,-0.9549434,2.3090374
GS Drissell,-0.7730335,2.3358727
WMH Rhodes,-1.0994239,2.1730275
WMH Rhodes,-1.1811073,2.2255183
WMH Rhodes,-1.1472127,2.1207516
WMH Rhodes,-1.0856532,2.1554757
WMH Rhodes,-1.1028993,2.1568633
WMH Rhodes,-1.0803867,2.1217871
GS Drissell,-0.74211,2.3173125
GS Drissell,0.6686799,2.3086105
GS Drissell,-0.7828107,2.2741166
GS Drissell,-0.7686235,2.3143694
WMH Rhodes,-1.0787386,2.1643361
WMH Rhodes,-1.0560316,2.1275405
WMH Rhodes,-1.0609984,2.1351919
WMH Rhodes,-1.0518154,2.1333173
WMH Rhodes,-1.0939601,2.1890539
WMH Rhodes,-1.0870947,2.1445527
GS Drissell,-0.7568545,2.3137739
GS Drissell,-0.8370265,2.3434187
GS Drissell,-0.7999156,2.3595906
WMH Rhodes,-1.0420031,2.1819064
WMH Rhodes,-1.0769315,2.1921556
WMH Rhodes,-1.1074114,2.1863182
WMH Rhodes,-1.0543002,2.1598285
WMH Rhodes,-1.1180725,2.1403488
WMH Rhodes,-1.0745322,2.1694842
GS Drissell,-0.7805117,2.2675075
GS Drissell,-0.8176706,2.2958926
GS Drissell,-0.7827793,2.2920676
WMH Rhodes,-1.0006426,2.1649244
WMH Rhodes,-1.1603598,2.1898274
WMH Rhodes,-1.1470011,2.2107233
WMH Rhodes,-1.10609,2.131115
WMH Rhodes,-0.9950936,2.1309158
WMH Rhodes,-1.0829259,2.1974691
GS Drissell,-0.7337096,2.2765046
GS Drissell,-0.7871032,2.3256852
GS Drissell,-0.7273149,2.2807978
GS Drissell,-1.0410022,2.3134823
GS Drissell,-0.9083571,2.293444
MJ Potts,-0.7913422,2.1170258
MJ Potts,-0.8026491,2.1345691
MJ Potts,-0.7755081,2.1044889
MJ Potts,-0.7988234,2.0906618
MJ Potts,-0.7871086,2.08167
MJ Potts,-0.7439865,2.1122684
P Coughlin,-0.5566032,2.2433753
P Coughlin,-0.7779723,2.4599498
P Coughlin,-0.5757848,2.1087054
P Coughlin,-0.6922682,2.2904206
P Coughlin,-0.6826445,2.2763199
MJ Potts,-0.7172938,2.0735341
MJ Potts,-0.7485707,2.1099661
MJ Potts,-0.7543125,2.0510609
MJ Potts,-0.7252199,2.0896552
MJ Potts,-0.7714988,2.0485816
MJ Potts,-0.8210817,2.1025406
P Coughlin,-0.8237999,2.239883
P Coughlin,-0.7100439,2.1397923
P Coughlin,-0.5797907,2.1055013
MJ Potts,-0.7452368,2.1125223
MJ Potts,-0.7563537,2.0738578
MJ Potts,-0.730846,2.021021
MJ Potts,-0.7522054,2.1003697
P Coughlin,-0.6005528,2.1820953
P Coughlin,-0.5207802,1.9257083
P Coughlin,0.9535621,2.0489807
P Coughlin,1.1575957,2.1895213
P Coughlin,1.0323934,2.1240568
MJ Potts,-0.7352463,2.1163207
MJ Potts,-0.6884029,2.0760512
MJ Potts,-0.7404526,2.0391822
MJ Potts,-0.782962,2.0692978
MJ Potts,-0.7336854,2.0925713
MJ Potts,-0.8003702,2.0881598
P Coughlin,-0.6332677,1.9900917
P Coughlin,-0.6515944,2.1919542
P Coughlin,-0.5933637,2.0577586
P Coughlin,-0.7626739,2.2380268
P Coughlin,-0.6420616,2.0645779
MJ Potts,-0.7255202,2.0941828
MJ Potts,-0.7544994,2.1275276
MJ Potts,-0.7986646,2.0691947
MJ Potts,-0.8314545,2.1047778
MJ Potts,-1.0235186,2.0950402
MJ Potts,-0.991984,2.0685918
P Coughlin,-0.5874893,2.0492675
P Coughlin,-0.6136457,2.0693637
P Coughlin,-0.6981124,2.1207524
P Coughlin,-0.7022564,2.1437186
MJ Potts,-0.8093511,2.0871815
MJ Potts,-0.7797314,2.087152
MJ Potts,-0.7243161,2.0866346
MJ Potts,-0.7183592,2.0788061
MJ Potts,-0.7729031,2.064993
MJ Potts,-0.8205791,2.0646271
GS Drissell,-0.7085603,2.2392379
GS Drissell,-0.7687611,2.2788832
GS Drissell,-0.736159,2.2510985
GS Drissell,-0.728181,2.1946183
GS Drissell,-0.7465375,2.2578111
BA Raine,-0.6555965,2.1162338
BA Raine,-0.5922621,2.1014234
BA Raine,-0.6727943,2.0257082
BA Raine,-0.6058281,2.0821571
BA Raine,-0.7475642,2.0790494
BA Raine,-0.6595936,2.0856585
GS Drissell,-0.728423,2.3012007
GS Drissell,-0.7479863,2.260245
GS Drissell,-0.736208,2.2705457
GS Drissell,-0.7373245,2.2930661
GS Drissell,-0.7624125,2.3043144
BA Raine,-0.5916443,2.0940908
BA Raine,-0.7459973,2.0545581
BA Raine,-0.6764239,2.1267185
BA Raine,-0.7588379,2.1100192
BA Raine,-0.7127808,2.1060563
BA Raine,-0.6652208,2.0842937
GS Drissell,-0.7011826,2.2650682
GS Drissell,0.7159179,2.2613775
BA Raine,-0.7113221,2.1176073
BA Raine,-0.6845466,2.0955198
BA Raine,-0.7764538,2.1443675
BA Raine,-0.6293184,2.0904274
BA Raine,-0.6419707,2.0917125
GS Drissell,-0.7087456,2.2546273
GS Drissell,-0.7368387,2.2748477
GS Drissell,-0.780025,2.3136118
GS Drissell,-0.7657209,2.3503129
GS Drissell,-0.8707196,2.3598791
BA Raine,-0.6596536,2.0557438
BA Raine,-0.6062971,2.08547
BA Raine,-0.6026147,2.0946062
BA Raine,-0.77208,2.1328361
BA Raine,-0.5646085,1.8330182
BA Raine,-0.6812186,2.0808682
GS Drissell,-0.7252003,2.3039251
GS Drissell,-0.7334736,2.2667202
GS Drissell,-0.779676,2.3472206
GS Drissell,-0.7317969,2.2615931
BA Raine,-0.7172138,2.1373635
BA Raine,-0.6412389,2.0412881
BA Raine,-0.7218095,2.1179588
BA Raine,-0.7068746,2.0989361
BA Raine,-0.6633251,2.1052573
GS Drissell,-0.7783111,2.3159332
GS Drissell,-0.7490255,2.2946335
GS Drissell,-0.7154138,2.2790768
GS Drissell,-0.7097809,2.2746152
GS Drissell,-0.6958603,2.2748094
GS Drissell,-0.7162713,2.2853284
MJ Potts,-0.7488358,2.0926579
MJ Potts,-0.7563938,2.1321139
MJ Potts,-1.0253066,2.0544037
MJ Potts,-1.0305449,2.1067671
MJ Potts,-1.0744743,2.0686769
MJ Potts,-1.1516466,2.1351214
GS Drissell,-0.741389,2.3382096
GS Drissell,-0.7541069,2.2838516
GS Drissell,-0.76729,2.3114791
MJ Potts,-0.9852063,2.0519432
MJ Potts,-0.9909182,2.0730978
MJ Potts,-0.9824869,2.0549192
MJ Potts,-1.0400408,2.0450394
MJ Potts,-0.9822901,2.0999274
GS Drissell,-0.751302,2.3001403
GS Drissell,-0.7124063,2.2762578
GS Drissell,-0.7369603,2.3695579
GS Drissell,-0.7076599,2.2979774
GS Drissell,-0.7370476,2.288856
MJ Potts,-1.027674,2.0657612
MJ Potts,-0.949511,2.0736364
MJ Potts,-1.1048391,2.104411
MJ Potts,-1.0588687,2.1302653
MJ Potts,-1.0062723,2.0939443
MJ Potts,-1.1344607,2.1662473
CN Ackermann,-0.5591131,2.2118388
CN Ackermann,-0.4963749,2.1852028
CN Ackermann,-0.5522661,2.1887268
CN Ackermann,-0.4986386,2.1749439
CN Ackermann,-0.5044719,2.1828612
CN Ackermann,-0.5278783,2.1844857
WMH Rhodes,-1.0464112,2.1816808
WMH Rhodes,-1.0508028,2.1653026
WMH Rhodes,-1.0897578,2.1674695
WMH Rhodes,-1.0622508,2.1273889
WMH Rhodes,-1.0526017,2.1199352
WMH Rhodes,-1.0552038,2.1746946
CN Ackermann,-0.468504,2.2481948
CN Ackermann,-0.5156175,2.1713118
CN Ackermann,-0.5075735,2.204977
CN Ackermann,-0.5613687,2.176714
CN Ackermann,-0.5900132,2.2816457
WMH Rhodes,-1.0683098,2.1576912
WMH Rhodes,-1.0983355,2.1945612
WMH Rhodes,-1.0063817,2.1317861
WMH Rhodes,-1.0159031,2.1516211
CN Ackermann,-0.48949,2.2211535
CN Ackermann,-0.5031608,2.2293883
WMH Rhodes,-1.080203,2.1817918
WMH Rhodes,-1.0483199,2.1625463
WMH Rhodes,-1.020525,2.1568421
WMH Rhodes,-1.0472561,2.1553414
CN Ackermann,-0.5646433,2.2204786
CN Ackermann,-0.6237345,2.1947138
CN Ackermann,-0.4389555,2.1876374
CN Ackermann,-0.5615349,2.2203321
CN Ackermann,-0.5488315,2.2103133
CN Ackermann,-0.6534919,2.1836448
WMH Rhodes,-0.987168,2.1548457
WMH Rhodes,-1.0444803,2.1158319
WMH Rhodes,-1.0376016,2.1482825
WMH Rhodes,-1.0672142,2.1529813
WMH Rhodes,-1.037215,2.2006437
CN Ackermann,-0.5686221,2.2347646
CN Ackermann,-0.5622609,2.1923842
CN Ackermann,-0.5576343,2.186629
CN Ackermann,-0.6713061,2.2234386
CN Ackermann,-0.5729603,2.176699
CN Ackermann,-0.543449,2.2365007
P Coughlin,-0.7314165,2.236092
P Coughlin,-0.7229354,2.196946
P Coughlin,-0.658236,2.1772842
P Coughlin,-0.7091315,2.0805839
P Coughlin,-0.7104133,2.1763347
CN Ackermann,-0.5316259,2.1759326
CN Ackermann,-0.5553354,2.1692319
CN Ackermann,-0.5096315,2.1871391
P Coughlin,-0.6532524,2.2373141
P Coughlin,-0.6296171,2.1865607
P Coughlin,-0.6924432,2.2785532
P Coughlin,-0.7956936,2.1582503
CN Ackermann,-0.5399343,2.1885334
CN Ackermann,-0.5253345,2.2436146
CN Ackermann,-0.5943702,2.2068062
CN Ackermann,-0.6789733,2.3520526
DY Pennington,-0.696863,2.1327046
DY Pennington,-0.6535914,2.2304586
DY Pennington,-0.5926322,2.174251
DY Pennington,-0.6355471,2.2361224
FP O'Neill,-0.5467536,2.0410586
FP O'Neill,-0.5089768,1.9856408
FP O'Neill,-0.5813408,2.1376619
DY Pennington,-0.6385126,2.2161864
DY Pennington,-0.8088769,2.30776
DY Pennington,-0.687383,2.1802096
DY Pennington,-0.7010576,2.1843272
FP O'Neill,1.2696987,1.8859857
FP O'Neill,1.0048407,2.000101
FP O'Neill,1.165216,2.0646761
FP O'Neill,1.0511118,1.971019
FP O'Neill,0.9546933,1.7869725
FP O'Neill,1.0293938,1.9925073
DY Pennington,-0.812551,2.2414028
DY Pennington,-0.7204762,2.3096102
DY Pennington,-0.7529656,2.088594
DY Pennington,0.8934653,1.9708826
FP O'Neill,-0.5160872,1.9409004
FP O'Neill,1.0679451,2.0174034
FP O'Neill,0.9373853,1.8430015
FP O'Neill,0.8918706,1.8111384
FP O'Neill,0.9886845,1.8651917
DY Pennington,1.0017179,2.100865
DY Pennington,1.0653466,2.1717014
DY Pennington,0.9396212,2.0766193
DY Pennington,0.9151212,1.9655946
DY Pennington,0.9008746,1.9930395
DY Pennington,0.8659822,2.0738172
FP O'Neill,1.0827508,1.9716813
FP O'Neill,1.0553646,1.9904252
FP O'Neill,0.9286306,1.7923097
FP O'Neill,1.0085742,1.9217057
FP O'Neill,1.0532728,1.9924907
FP O'Neill,1.1752348,2.0202443
DY Pennington,1.0004021,2.0964451
DY Pennington,0.9998966,2.1539774
DY Pennington,0.9549675,2.1491038
DY Pennington,0.9817297,2.0734921
DY Pennington,0.8827795,1.9893054
DY Pennington,0.9719432,2.1636908
FP O'Neill,1.0786294,1.8834831
FP O'Neill,1.0248628,1.9531444
FP O'Neill,0.985253,1.9133837
FP O'Neill,1.1093147,1.9926729
FP O'Neill,1.0367105,2.0208753
DY Pennington,-0.5972435,2.1946105
DY Pennington,0.901358,2.0891308
DY Pennington,0.8366606,1.9690631
DY Pennington,1.0256903,2.1564719
DY Pennington,0.9315118,1.9998403
DY Pennington,0.9792282,2.0915739
FP O'Neill,-0.7692781,2.0738159
FP O'Neill,-0.7793337,2.0239958
FP O'Neill,-0.7619635,2.0281739
FP O'Neill,-0.7610759,2.1465728
FP O'Neill,1.2015156,2.0125913
DY Pennington,-0.6124577,2.1866842
DY Pennington,-0.6585364,2.2068798
DY Pennington,-0.6785023,2.2258777
FP O'Neill,1.0843103,2.0168879
FP O'Neill,1.0503917,1.890056
FP O'Neill,1.0948148,1.9762248
FP O'Neill,-0.6898704,2.0344062
FP O'Neill,-0.7087903,1.9566291
LW James,0.921441,2.0668556
LW James,0.9667278,1.9946111
LW James,0.9760135,2.1016206
LW James,0.8967001,2.0047629
LW James,0.9827698,2.1011352
FP O'Neill,1.017786,1.8934685
FP O'Neill,1.0281984,1.954213
FP O'Neill,1.05544,1.8707478
LW James,1.0811792,2.094219
LW James,-0.5571831,2.117736
LW James,-0.4329642,2.0771314
LW James,-0.4975923,2.1167447
LW James,-0.4035507,1.9166123
LW James,-0.4710676,2.1290692
JC Tongue,0.5861527,2.0928079
JC Tongue,0.6127063,2.125363
JC Tongue,0.6303027,2.1637282
JC Tongue,-1.1477962,2.1534664
JC Tongue,0.61085,2.1516187
JC Tongue,0.6066596,2.1318247
LW James,-0.5276557,2.0499163
LW James,-0.5311622,2.1157395
LW James,-0.4730358,2.0554739
LW James,-0.5427941,2.0776316
LW James,-0.4664901,2.1342899
LW James,-0.4458508,2.1226477
JC Tongue,0.5935345,2.1462807
JC Tongue,0.5562791,2.1468365
JC Tongue,0.5920445,2.1614409
JC Tongue,-1.0620215,2.0889314
F Ahmed,1.0082432,2.0689101
F Ahmed,1.022651,2.0351846
F Ahmed,-0.6758416,2.0688495
F Ahmed,-0.7258655,2.0497681
F Ahmed,-0.7617983,2.0384666
F Ahmed,-0.7032576,2.029407
JC Tongue,0.6054818,2.1866541
JC Tongue,0.5631814,2.0837987
JC Tongue,0.6194252,2.1405695
JC Tongue,0.5666603,2.1303091
F Ahmed,-0.7382005,2.0291857
F Ahmed,-0.768386,2.0268836
F Ahmed,-0.7849529,1.9993553
F Ahmed,-0.8536396,2.048067
F Ahmed,-0.8502498,2.0352647
F Ahmed,0.9682266,2.0209474
JC Tongue,-1.075456,2.1114827
JC Tongue,0.5158686,2.0748245
JC Tongue,-1.1581557,2.1145494
F Ahmed,-0.6932461,1.9967981
F Ahmed,-0.7593889,2.0163865
F Ahmed,-0.80019,2.0611771
F Ahmed,-0.7307253,2.0198324
F Ahmed,-0.7456565,2.0115355
F Ahmed,-0.7329931,2.0586738
JC Tongue,-1.03642,2.0649262
JC Tongue,-1.054318,2.0767166
JC Tongue,-1.0612873,2.0777771
JC Tongue,-1.2611958,2.1001111
JC Tongue,-1.0736187,2.0629807
F Ahmed,-0.7762584,2.036599
F Ahmed,-0.7611191,2.0190524
F Ahmed,-0.7163302,2.0319436
F Ahmed,-0.7750616,2.0589056
F Ahmed,-0.7009899,2.0237698
F Ahmed,0.8922207,2.004903
JC Tongue,-1.0740258,2.0688627
JC Tongue,-1.0133523,2.0889133
JC Tongue,-0.9888653,2.1536478
JC Tongue,-1.0284953,2.0340878
F Ahmed,0.999163,2.0561955
F Ahmed,1.0040852,2.0590524
F Ahmed,0.9644845,2.0302852
F Ahmed,0.9705181,2.0234393
F Ahmed,0.8949936,2.0467313
F Ahmed,-0.7337319,2.0448351
JC Tongue,-1.0548204,2.0503089
JC Tongue,-1.0282751,2.1098583
JC Tongue,-1.047546,2.0463038
JC Tongue,-1.0536611,2.1297164
JC Tongue,-0.9775622,2.1042521
DY Pennington,-0.6053495,2.2348183
DY Pennington,-0.6154384,2.229936
DY Pennington,-0.6732999,2.2430195
DY Pennington,-0.6269485,2.2399633
FP O'Neill,-0.5908398,2.0710996
FP O'Neill,-0.7402064,2.098341
DY Pennington,-0.6599526,2.1937902
DY Pennington,-0.61756,2.1727997
DY Pennington,-0.67,2.22
FP O'Neill,-0.6711212,2.0807381
FP O'Neill,-0.6833331,1.995458
FP O'Neill,-0.6959606,2.1051417
FP O'Neill,-0.6133857,2.0767025
FP O'Neill,-0.6516526,1.9708158
DY Pennington,-0.6266361,2.2134847
DY Pennington,-0.63908,2.1269283
DY Pennington,-0.6757327,2.2321359
DY Pennington,-0.5991174,2.2171559
FP O'Neill,0.9913594,1.9377823
FP O'Neill,0.8386879,1.8103161
FP O'Neill,1.0513301,2.0020341
FP O'Neill,1.2141409,2.1056806
DY Pennington,-0.6657627,2.2424729
DY Pennington,0.964649,2.1229545
FP O'Neill,-0.6683532,2.0441627
FP O'Neill,-0.6297112,2.0069916
FP O'Neill,-0.7925058,2.1369985
FP O'Neill,1.222023,2.1422801
FP O'Neill,-0.6394992,1.9783081
DY Pennington,-0.6077614,2.1451638
DY Pennington,-0.8645245,2.1852277
DY Pennington,0.9702708,2.1784262
DY Pennington,0.9487605,2.1203726
DY Pennington,-0.5946683,2.2130261
FP O'Neill,-0.640163,2.0819963
FP O'Neill,-0.6631594,2.052794
FP O'Neill,-0.7100541,2.0613838
FP O'Neill,-0.6514224,2.0437325
FP O'Neill,-0.7589969,2.0656401
DY Pennington,0.9846331,2.1399464
DY Pennington,1.0014032,2.1163396
DY Pennington,1.0063537,2.1457362
DY Pennington,-0.698051,2.2654131
DY Pennington,-0.6705061,2.2062395
FP O'Neill,-0.6511522,2.0831206
FP O'Neill,-0.6565418,2.0045937
FP O'Neill,-0.6608337,1.9796607
FP O'Neill,-0.635782,2.0636995
FP O'Neill,-0.6304458,2.0046872
DY Pennington,-0.6186439,2.2478314
DY Pennington,-0.6627301,2.234976
DY Pennington,-0.6311096,2.2008165
DY Pennington,-0.9006922,2.2375559
DY Pennington,-0.8701265,2.222629
JC Tongue,-0.9380054,2.2011435
JC Tongue,-0.8899458,2.0199081
JC Tongue,-1.0198693,2.1614092
JC Tongue,-0.9627282,2.1285116
LW James,-0.5543709,2.102153
JC Tongue,-0.9570423,2.2149438
JC Tongue,-1.0053084,2.1350142
JC Tongue,-1.041044,2.1122679
JC Tongue,-0.9582157,2.1300039
JC Tongue,-0.9889877,2.1335485
JC Tongue,-0.9816991,2.1313063
LW James,-0.6274817,2.2271161
LW James,-0.4986421,2.126479
LW James,-0.5460569,2.0903842
LW James,-0.5266652,2.1199979
LW James,-0.4785617,2.0837602
LW James,-0.5958341,2.1484526
JC Tongue,-1.0242771,2.1579265
JC Tongue,-1.0130394,2.1116947
JC Tongue,-1.0260686,2.1113809
JC Tongue,-0.9414959,2.088534
LW James,-0.4945923,2.0893026
LW James,-0.4994524,2.0690825
LW James,-0.5484046,2.1383724
LW James,-0.5144375,2.1320462
JC Tongue,-0.94391,2.0715373
JC Tongue,-0.9308253,2.0596308
JC Tongue,-0.9161443,2.0804669
JC Tongue,-1.0123207,2.1267112
JC Tongue,-1.009262,2.1317208
F Ahmed,-0.7276457,2.0146894
F Ahmed,-0.6855954,2.0258445
F Ahmed,-0.7459691,2.0635694
F Ahmed,-0.7065453,2.0297763
JC Tongue,-0.996151,2.2435849
JC Tongue,-0.9867495,2.1791827
F Ahmed,-0.6552699,2.0414739
F Ahmed,-0.6598577,2.0459232
F Ahmed,-0.7157762,2.0627268
F Ahmed,-0.7035227,2.0110278
F Ahmed,-0.6692047,2.0567015
JC Tongue,-0.9316772,2.0814603
F Ahmed,-0.7266723,2.0218779
F Ahmed,-0.6877101,2.0362277
F Ahmed,-0.7160774,2.0564885
F Ahmed,0.9868113,2.0549997
F Ahmed,1.0305882,2.0407139
JC Tongue,-1.0199918,2.1010607
JC Tongue,-0.9254727,2.0843807
JC Tongue,-0.9874918,2.1034631
F Ahmed,0.9466298,2.0019901
F Ahmed,1.0176675,2.0466764
F Ahmed,0.94832,2.0448136
F Ahmed,1.0362511,2.0260584
LW James,-0.5293561,2.2000186
LW James,-0.5235108,2.1557394
LW James,-0.5660885,2.1490648
LW James,-0.5475692,2.1429074
LW James,-0.4619953,2.1714181
LW James,-0.5427712,2.1822793
F Ahmed,-0.7074997,2.033848
F Ahmed,-0.694527,2.0282233
F Ahmed,-0.7624832,2.0808028
F Ahmed,-0.7090146,2.0462716
F Ahmed,-0.7098921,2.0290205
LW James,-0.5032007,2.1626842
LW James,-0.5460917,2.1168205
LW James,-0.5354879,2.1700829
LW James,-0.4904591,2.1615088
LW James,-0.5333969,2.0508486
F Ahmed,-0.7238269,2.0327172
F Ahmed,-0.6777747,2.0924941
F Ahmed,-0.696462,2.0532931
F Ahmed,-0.7480622,2.0631341
F Ahmed,-0.6765838,2.0346641
F Ahmed,-0.7414635,2.2001273
LW James,-0.5316172,2.1101631
LW James,-0.5130601,2.1109936
LW James,-0.4710441,2.0947895
LW James,-0.4399033,2.0848158
LW James,-0.4319594,1.9799895
DY Pennington,-0.6922546,2.2373358
DY Pennington,-0.6718243,2.2449486
DY Pennington,-0.6958155,2.3060135
DY Pennington,-0.6685065,2.1903951
DY Pennington,-0.5966562,2.0474258
LW James,-0.5055025,2.1140523
LW James,-0.5078953,2.0553
LW James,-0.458088,2.036751
LW James,-0.383585,2.1284683
LW James,-0.4854115,2.0167238
LW James,-0.4600438,2.0381739
DY Pennington,-0.6061314,2.1637544
DY Pennington,-0.855873,2.2303211
DY Pennington,-0.8246275,2.1876771
DY Pennington,-0.8760421,2.2028849
LW James,-0.5145502,2.0699791
LW James,-0.535731,2.1165377
LW James,-0.4764191,1.9865355
DY Pennington,-0.8261501,2.1989698
DY Pennington,-0.8403887,2.1675632
DY Pennington,-0.9124751,2.2250245
LW James,-0.4868998,2.09448
LW James,-0.5599185,2.0201608
LW James,-0.4772167,2.0360132
LW James,-0.4747433,2.0836474
F Ahmed,0.9943878,2.0509537
F Ahmed,0.9527487,2.013659
F Ahmed,0.9473814,2.0345918
LW James,-0.4932901,2.1089295
LW James,-0.4999201,2.1887227
LW James,-0.5055673,2.0999148
LW James,-0.4413023,2.1233478
LW James,-0.4428133,2.0726855
LW James,-0.5147301,1.9627305
F Ahmed,0.947941,1.9942073
F Ahmed,0.9588667,2.0268795
F Ahmed,0.9598412,1.9899994
F Ahmed,0.9588529,2.0434905
F Ahmed,0.9683564,1.9968003
JC Tongue,-0.8909977,2.0885168
JC Tongue,-1.1270024,2.1150052
JC Tongue,-1.1869837,2.1128235
JC Tongue,-1.2665536,2.0716028
JC Tongue,-1.1841953,2.1236752
F Ahmed,0.9241965,2.0277491
F Ahmed,0.9230665,2.0570989
F Ahmed,0.9603315,2.0439457
F Ahmed,0.9727721,2.0432581
F Ahmed,0.9813938,2.0566114
F Ahmed,0.8750231,2.0151965
JC Tongue,-1.2043917,2.1162078
JC Tongue,-1.2511609,2.1289612
JC Tongue,-1.1827286,2.1123476
JC Tongue,-1.2002678,2.1118386
JC Tongue,-1.1723373,2.1220495
JC Tongue,-1.2014826,2.1122409
F Ahmed,0.9717164,2.0539327
F Ahmed,0.9459913,2.02183
